codice_istat,nome_comune,lat,lon
26047,Morgano,45.64593024349137,12.110864651668155
26048,Moriago della Battaglia,45.85907140801241,12.093376309692411
26049,Motta di Livenza,45.76429895222075,12.623567984345351
23051,Mozzecane,45.30507555540578,10.839217565630172
27025,Musile di Piave,45.59565540559508,12.524193960827008
24070,Mussolente,45.77105243773509,11.807720801376837
24071,Nanto,45.42694444918326,11.587066722559832
23052,Negrar di Valpolicella,45.53928348772534,10.952245131214418
26050,Nervesa della Battaglia,45.821475151671706,12.195291556927241
27026,Noale,45.553015665312195,12.072369519382956
23053,Nogara,45.189316389800624,11.065538882907644
23054,Nogarole Rocca,45.277514170860684,10.877581007079316
24072,Nogarole Vicentino,45.57445328033114,11.287839628893881
24073,Nove,45.71577301696915,11.67392239990046
28058,Noventa Padovana,45.4125615157586,11.970472711928062
24074,Noventa Vicentina,45.28685070014698,11.5538744710991
27027,Noventa di Piave,45.669016728010405,12.529326211430398
29033,Occhiobello,44.91935487996648,11.600912179815722
26051,Oderzo,45.77714331622509,12.497461167979928
23055,Oppeano,45.31173266050296,11.1436504377783
24075,Orgiano,45.34713154204484,11.468910444440134
26052,Ormelle,45.77136514760095,12.427110173689803
26053,Orsago,45.918936924834576,12.44204689815351
28059,Ospedaletto Euganeo,45.227584971483296,11.597376866334018
25035,Ospitale di Cadore,46.33010555639545,12.297903856762963
28060,Padova,45.398600106167095,11.89046077700571
26055,Paese,45.69992681468533,12.149561828442833
23056,PalÃ¹,45.32933293546515,11.119890073795535
29034,Papozze,44.998504649751,12.04435127975195
23057,Pastrengo,45.49683332669997,10.801895546065122
25036,Pedavena,46.04542766679508,11.859440838326934
24076,Pedemonte,45.915220148410086,11.305913315893491
26056,Pederobba,45.86838169111841,11.965531943139625
25037,Perarolo di Cadore,46.368018423464626,12.372620414354087
28061,Pernumia,45.2635529327719,11.797106422887637
23058,Pescantina,45.490970446860906,10.8564346969484
23059,Peschiera del Garda,45.43874929358163,10.681291122871425
29035,Pettorazza Grimani,45.118134209903715,11.991371446578786
28062,Piacenza d'Adige,45.14898857699876,11.551997564418318
24077,Pianezze,45.7331190726638,11.63978865190866
27028,Pianiga,45.452098198965636,12.032142730417949
28063,Piazzola sul Brenta,45.54286721988855,11.768815765903252
26096,Pieve del Grappa,45.856550847589475,11.830637061042951
25039,Pieve di Cadore,46.411519118552306,12.39580335377648
26057,Pieve di Soligo,45.902061554295614,12.180163237721645
29036,Pincara,44.98926402596575,11.626858323747575
28064,Piombino Dese,45.61636013563874,12.000611872792613
28065,Piove di Sacco,45.29353399585994,12.040160211526679
24078,Piovene Rocchette,45.75327210110876,11.42644681775979
24079,Pojana Maggiore,45.29309132532564,11.490823501482389
29037,Polesella,44.96889480480341,11.744215400541984
28066,Polverara,45.316508859559015,11.949847694726886
28067,Ponso,45.19256805832993,11.58142449862644
28069,Ponte San NicolÃ²,45.35250850895186,11.929508228311027
26058,Ponte di Piave,45.73244711162078,12.47246188310866
25040,Ponte nelle Alpi,46.15627258636228,12.298799301751073
29038,Pontecchio Polesine,45.01491727064545,11.815537714606345
28068,Pontelongo,45.24509465101229,12.03736403653523
26059,Ponzano Veneto,45.721755636655615,12.200857254609012
29039,Porto Tolle,44.91815012745605,12.412370166102441
29052,Porto Viro,45.01604451602993,12.303908056019521
26060,PortobuffolÃ¨,45.85149545332529,12.536927865956113
27029,Portogruaro,45.76157198342677,12.775405325044856
24080,Posina,45.800395690645274,11.259316594029624
26061,Possagno,45.8705176158113,11.860129682355328
24081,Pove del Grappa,45.829379339732085,11.736552879326371
26062,Povegliano,45.754972215465266,12.185387785096877
23060,Povegliano Veronese,45.33759047211774,10.885547692473835
24082,Pozzoleone,45.66994379334681,11.678153615314319
28070,Pozzonovo,45.174803833646905,11.806835891684614
27030,Pramaggiore,45.79901741002134,12.728166869447607
26063,Preganziol,45.610070824891864,12.22286112433793
23061,Pressana,45.27278623903584,11.41090578843519
27031,Quarto d'Altino,45.5604512151479,12.40078904654821
24083,Quinto Vicentino,45.56840557954247,11.642721243883717
26064,Quinto di Treviso,45.64263201993045,12.15008138577182
24084,Recoaro Terme,45.69239113487235,11.215504605548347
26065,Refrontolo,45.91238382762762,12.209204159063704
26066,Resana,45.63645682718097,11.966112408813427
26067,Revine Lago,46.00211333210854,12.227621429681998
26068,Riese Pio X,45.72240484326545,11.915585030465595
25043,Rivamonte Agordino,46.24204966772658,12.040604206297331
23062,Rivoli Veronese,45.571104732001544,10.803985303193816
24085,Roana,45.88290997482261,11.448502474130983
25044,Rocca Pietore,46.43465402540802,11.937492887437212
24086,Romano d'Ezzelino,45.79485933287674,11.75680805622011
26069,Roncade,45.61577253895733,12.394702802065849
23064,Ronco all'Adige,45.32496776258726,11.227880665613055
23063,RoncÃ ,45.483245296958415,11.300349566035479
29040,Rosolina,45.10478333791435,12.290890621107923
24088,Rossano Veneto,45.70429389649081,11.804861618342432
24087,RosÃ ,45.71643713533667,11.751280594814682
24089,Rotzo,45.9016923269643,11.390947274302741
23065,Roverchiara,45.26190965939467,11.236929239858263
23066,Roveredo di GuÃ ,45.273607084210816,11.461828913762881
23067,RoverÃ¨ Veronese,45.60303922125508,11.062036589290154
29041,Rovigo,45.0725539280532,11.787884582486502
28071,Rovolon,45.37974329339115,11.646468702872637
28072,Rubano,45.4350162898649,11.802509014711623
28073,Saccolongo,45.409848843476546,11.745195175004797
29042,Salara,44.984826079641444,11.423116737367314
24090,Salcedo,45.758353720729794,11.569896192873557
26070,Salgareda,45.702921120516834,12.518957434149142
23068,Salizzole,45.22365016825259,11.091396071414735
27032,Salzano,45.53459002883346,12.112318435026841
29043,San Bellino,45.020425787589794,11.577439893197809
26071,San Biagio di Callalta,45.682248037698315,12.383581214186203
23069,San Bonifacio,45.39565599320243,11.279044436564964
27033,San DonÃ  di Piave,45.62514865578101,12.602421094948662
26072,San Fior,45.90197601737934,12.346508425301323
28075,San Giorgio delle Pertiche,45.534413953864934,11.893488126003454
28076,San Giorgio in Bosco,45.588438369061414,11.799021232026885
23070,San Giovanni Ilarione,45.52674234490766,11.239101264325813
23071,San Giovanni Lupatoto,45.365700424674806,11.031431334542876
25045,San Gregorio nelle Alpi,46.12716165833055,12.030030064598611
23073,San Martino Buon Albergo,45.427511592766926,11.095680326403652
28077,San Martino di Lupari,45.64432820938413,11.86587518408748
29044,San Martino di Venezze,45.11966906353623,11.902740116660508
23074,San Mauro di Saline,45.561653461253286,11.106115685854478
27034,San Michele al Tagliamento,45.73440814995148,12.991903290808699
25046,San NicolÃ² di Comelico,46.61433410162667,12.552601241795092
24094,San Pietro Mussolino,45.58870769464767,11.252923501544407
28079,San Pietro Viminario,45.241508392007184,11.815312648154803
25047,San Pietro di Cadore,46.61409825061921,12.602924526945234
26073,San Pietro di Feletto,45.90442597301325,12.237526576217682
23075,San Pietro di Morubio,45.23795182356199,11.198331733718279
23076,San Pietro in Cariano,45.50736082071664,10.893761124162083
28078,San Pietro in Gu,45.61474638467693,11.668128736783034
26074,San Polo di Piave,45.78860691514695,12.392760081430955
27036,San Stino di Livenza,45.6769653975751,12.77433087248358
